x,y
-1.4475956641174275,-1.1275289985762844
-1.0359570866432772,-0.7381155296802363
-0.48710565001107736,-0.5257081830096647
-0.16694231197562723,-0.13629471411361643
0.5191219838146229,0.4301248770079079
0.7935477021307228,0.6071309992333846
-1.1731699458013274,-1.3045351208017608
-0.7615313683271773,-0.8797204274606175
-0.21267993169497726,-0.31330083633909284
0.19895864577917277,0.14691508144714574
0.38190912465657295,0.8195383459039562
1.1594486598855231,0.9257420192392417
-1.7677590021528775,-1.9063559363683804
1.296661519043573,1.2443530392450994
1.662562476798373,1.7399701814764335
-0.8987442274852274,-0.9859241007959033
-0.029729452817577277,-0.030091040778330663
0.976498181008123,1.1381493659098139
-0.5785808894497773,-0.6319118563449505
1.571087237359673,1.5275628348058619
